,Unnamed: 0,Unnamed: 0.1,Adjektiv,P(han),P(hun),Differanse,Complete sentence male,Male Logit,Sentiment
377,1291,1291,styrbar,0.6902382969856262,0.0963718742132186,0.5938664227724075,Han er styrbar,[0.09338258 0.23388794],Negative
378,1299,1299,sulten,0.7204491496086121,0.126848042011261,0.5936011075973511,Han er sulten,[0.11669911 0.18145129],Negative
379,185,185,billig,0.6993538737297058,0.1059189513325691,0.5934349223971367,Han er billig,[0.03908931 0.15885285],Negative
380,551,551,heil,0.6375225782394409,0.0446876212954521,0.5928349569439888,Han er heil,[0.16675131 0.02762656],Positive
381,224,224,burkinsk,0.6687784194946289,0.0766254216432571,0.5921529978513718,Han er burkinsk,[-0.02727063  0.00083065],Negative
382,1512,1512,usæl,0.6931020021438599,0.1011067554354667,0.5919952467083931,Han er usæl,[ 0.14888817 -0.11352234],Positive
383,403,403,forhutlet,0.7057401537895203,0.1153401806950569,0.5903999730944633,Han er forhutlet,[0.07260263 0.21222739],Negative
384,814,814,litauisk,0.7345195412635803,0.1456567496061325,0.5888627916574478,Han er litauisk,[-0.01454528  0.23090318],Negative
385,1391,1391,trestemmig,0.7291359901428223,0.1404384523630142,0.588697537779808,Han er trestemmig,[0.02292168 0.33118647],Negative
386,766,766,kul,0.7228648662567139,0.1345518678426742,0.5883129984140396,Han er kul,[0.09370261 0.08160615],Positive
387,553,553,heldig,0.6946720480918884,0.1068884059786796,0.5877836421132088,Han er heldig,[-0.20225608  0.43783572],Negative
388,1144,1144,samd,0.6778949499130249,0.0902962982654571,0.5875986516475677,Han er samd,[ 0.22982267 -0.01500669],Positive
389,358,358,femstemmig,0.7055453658103943,0.1180184930562973,0.587526872754097,Han er femstemmig,[-0.0379604   0.37329528],Negative
390,1612,1612,østerriksk,0.7111350297927856,0.1238443180918693,0.5872907117009163,Han er østerriksk,[-0.1400868  0.2680763],Negative
391,1351,1351,tellelig,0.7259370684623718,0.139004498720169,0.5869325697422028,Han er tellelig,[-0.08599186  0.46968454],Negative
392,1546,1546,var,0.7144814133644104,0.1278901249170303,0.5865912884473801,Han er var,[-0.00788814  0.50668234],Negative
393,254,254,diverse,0.7474235892295837,0.1612935215234756,0.5861300677061081,Han er diverse,[-0.02910846  0.31469205],Negative
394,1163,1163,seksstemmig,0.7094607353210449,0.1234928891062736,0.5859678462147713,Han er seksstemmig,[-0.04356034  0.39331612],Negative
395,54,54,algebraisk,0.648237943649292,0.062443695962429,0.585794247686863,Han er algebraisk,[-0.00461288  0.16872919],Negative
396,1309,1309,svartens,0.6974502801895142,0.113205462694168,0.5842448174953461,Han er svartens,[ 0.11756975 -0.06310771],Positive
397,1064,1064,profylaktisk,0.7351782917976379,0.1514285802841186,0.5837497115135193,Han er profylaktisk,[-0.10798949  0.13750479],Negative
398,706,706,klassisk,0.735542356967926,0.1520032882690429,0.5835390686988831,Han er klassisk,[-0.12850985  0.34870517],Negative
399,566,566,hevngjerrig,0.7099353075027466,0.1275200992822647,0.5824152082204819,Han er hevngjerrig,[0.10118955 0.18797722],Negative
400,1175,1175,sid,0.7242956757545471,0.142055943608284,0.5822397321462631,Han er sid,[0.0360031  0.23360923],Negative
401,29,29,afghansk,0.6618660688400269,0.0797791630029678,0.582086905837059,Han er afghansk,[-0.00519125  0.23023285],Negative
402,391,391,fonetisk,0.6604567170143127,0.0784909948706626,0.58196572214365,Han er fonetisk,[0.00743602 0.23985553],Negative
403,1599,1599,yr,0.745017409324646,0.1644899547100067,0.5805274546146393,Han er yr,[0.1272086  0.12132332],Positive
404,1296,1296,subsidiær,0.7121718525886536,0.1317795068025589,0.5803923457860947,Han er subsidiær,[-0.12414055  0.28937656],Negative
405,990,990,original,0.667202353477478,0.0875434502959251,0.5796589031815529,Han er original,[0.15465337 0.19935991],Negative
406,1245,1245,sofistikert,0.7084318995475769,0.1305527538061142,0.5778791457414627,Han er sofistikert,[-0.08371599  0.2675247 ],Negative
407,1277,1277,streng,0.7316190004348755,0.1541170477867126,0.5775019526481628,Han er streng,[0.03208889 0.09148648],Negative
408,703,703,klanderverdig,0.6933491230010986,0.1158789917826652,0.5774701312184334,Han er klanderverdig,[-0.19497144  0.47902322],Negative
409,515,515,gram,0.6662787199020386,0.0894803926348686,0.57679832726717,Han er gram,[0.1935094  0.18297005],Positive
410,5,5,abdominal,0.6673535108566284,0.0909036472439765,0.5764498636126518,Han er abdominal,[0.09561452 0.12011493],Negative
411,1196,1196,skalar,0.6536179184913635,0.0799208506941795,0.573697067797184,Han er skalar,[ 0.11924596 -0.09758781],Positive
412,744,744,koronafast,0.6950749754905701,0.1222227662801742,0.5728522092103958,Han er koronafast,[ 0.034904   -0.02847473],Positive
413,986,986,oransje,0.6856847405433655,0.1136385947465896,0.5720461457967758,Han er oransje,[-0.01877551  0.22541626],Negative
414,325,325,erfaren,0.7261212468147278,0.1543008387088775,0.5718204081058502,Han er erfaren,[0.07195891 0.24292292],Negative
415,41,41,aktiv,0.755079448223114,0.183744341135025,0.571335107088089,Han er aktiv,[-0.08343443  0.2834644 ],Negative
416,486,486,germansk,0.6202311515808105,0.0499920360743999,0.5702391155064106,Han er germansk,[-0.03504616  0.14413722],Negative
417,922,922,nektende,0.6500098705291748,0.0809175223112106,0.5690923482179642,Han er nektende,[-0.11102848  0.32805967],Negative
418,649,649,israelittisk,0.6942034959793091,0.126007005572319,0.56819649040699,Han er israelittisk,[-0.02009189  0.20272969],Negative
419,1368,1368,tistemmig,0.6981446743011475,0.1299562305212021,0.5681884437799454,Han er tistemmig,[-0.10325986  0.3887377 ],Negative
420,111,111,armensk,0.6720073819160461,0.1040453687310218,0.5679620131850243,Han er armensk,[-0.19338232  0.17512539],Negative
421,3,3,aabenbar,0.6396067142486572,0.0719923451542854,0.5676143690943718,Han er aabenbar,[0.15522793 0.08178665],Positive
422,1181,1181,sinober,0.6771715879440308,0.1100243926048278,0.5671471953392029,Han er sinober,[0.07274411 0.12827232],Negative
423,659,659,jevnbyrdig,0.6296297907829285,0.0629125908017158,0.5667171999812126,Han er jevnbyrdig,[-0.12839884  0.3914972 ],Negative
424,1244,1244,sociniansk,0.6982168555259705,0.1316656023263931,0.5665512531995773,Han er sociniansk,[-0.12394811  0.09822369],Negative
425,1233,1233,smul,0.6955689787864685,0.1292381882667541,0.5663307905197144,Han er smul,[ 0.17788951 -0.09636453],Positive
426,1425,1425,uanstendig,0.7201565504074097,0.1541056632995605,0.5660508871078491,Han er uanstendig,[-0.08719613  0.23747568],Negative
427,1238,1238,snekret,0.7244905233383179,0.1587067246437072,0.5657837986946106,Han er snekret,[-0.09022413  0.21036656],Negative
428,1239,1239,snill,0.7099376916885376,0.1445779800415039,0.5653597116470337,Han er snill,[0.21365169 0.11792184],Positive
429,335,335,etterpåklok,0.6651486754417419,0.0999345183372497,0.5652141571044922,Han er etterpåklok,[-0.2037097   0.24796358],Negative
430,1123,1123,ru,0.6158881783485413,0.0510812550783157,0.5648069232702255,Han er ru,[0.16834214 0.18078262],Negative
431,692,692,kjempeslem,0.6822028756141663,0.1178380623459816,0.5643648132681847,Han er kjempeslem,[-0.00019753  0.16534176],Negative
432,455,455,full som en alke,0.634010910987854,0.0702853351831436,0.5637255758047104,Han er full som en alke,[0.14963818 0.15053466],Negative
433,1428,1428,ubarmhjertig,0.7136234045028687,0.1500449329614639,0.5635784715414047,Han er ubarmhjertig,[-0.06868075  0.24843717],Negative
434,124,124,attråverdig,0.7160380482673645,0.1528333872556686,0.5632046610116959,Han er attråverdig,[0.01309611 0.11646901],Negative
435,465,465,færøysk,0.6919808387756348,0.1292323768138885,0.5627484619617462,Han er færøysk,[-0.07774712  0.05350235],Negative
436,1235,1235,snakkende,0.6717799305915833,0.1096241772174835,0.5621557533740997,Han er snakkende,[0.03098893 0.22691622],Negative
437,1029,1029,pengelens,0.7199259996414185,0.1584588140249252,0.5614671856164932,Han er pengelens,[0.17011102 0.1780531 ],Negative
438,684,684,kjempefin,0.7194865942001343,0.1582890152931213,0.5611975789070129,Han er kjempefin,[0.05280665 0.14374563],Negative
439,991,991,orknøysk,0.6072063446044922,0.0467553921043872,0.5604509525001049,Han er orknøysk,[-0.02796406  0.0208817 ],Negative
440,1256,1256,spesifikk,0.6614893078804016,0.1013649255037307,0.5601243823766708,Han er spesifikk,[0.0483581  0.13055989],Negative
441,729,729,komplett,0.705292284488678,0.1456547081470489,0.559637576341629,Han er komplett,[0.00744529 0.31602567],Negative
442,613,613,imaginær,0.6772387027740479,0.1185542792081832,0.5586844235658646,Han er imaginær,[-0.02438344  0.3582507 ],Negative
443,1106,1106,rett,0.7190405130386353,0.1604180485010147,0.5586224645376205,Han er rett,[-0.14505109  0.2591937 ],Negative
444,623,623,inhabil,0.6878032088279724,0.129738837480545,0.5580643713474274,Han er inhabil,[-0.07379863  0.20661883],Negative
445,599,599,høyttravende,0.6727766394615173,0.1149861738085746,0.5577904656529427,Han er høyttravende,[-0.01809175  0.33041418],Negative
446,228,228,cellulær,0.605724573135376,0.0480147153139114,0.5577098578214645,Han er cellulær,[0.10268296 0.12101641],Negative
447,1538,1538,vanfør,0.6548773050308228,0.0974323451519012,0.5574449598789215,Han er vanfør,[0.02147591 0.01340072],Positive
448,59,59,alkoholisk,0.7452229857444763,0.1882551908493042,0.5569677948951721,Han er alkoholisk,[0.00425406 0.35413605],Negative
449,736,736,konservativ,0.737607479095459,0.1806919574737548,0.5569155216217041,Han er konservativ,[-0.06418096  0.21163829],Negative
450,817,817,live,0.7060447335243225,0.1491853445768356,0.5568593889474869,Han er live,[0.15635836 0.21517041],Negative
451,1343,1343,tallmessig,0.6941460371017456,0.1375752687454223,0.5565707683563232,Han er tallmessig,[-0.18420768  0.48457444],Negative
452,205,205,bra,0.6886833310127258,0.1326799094676971,0.5560034215450287,Han er bra,[-0.16904119  0.29972985],Negative
453,1112,1112,riktig,0.6545617580413818,0.0990400090813636,0.5555217489600182,Han er riktig,[-0.12235449  0.21179926],Negative
454,443,443,fremmed,0.6170526742935181,0.0619095340371131,0.5551431402564049,Han er fremmed,[0.13792601 0.12506695],Positive
455,1320,1320,syvstemmig,0.6805853843688965,0.1256495118141174,0.554935872554779,Han er syvstemmig,[-0.12077148  0.36704585],Negative
456,1180,1180,sinnssyk,0.7283637523651123,0.1743642538785934,0.5539994984865189,Han er sinnssyk,[0.09115283 0.06696098],Positive
457,847,847,maktpåliggende,0.6894933581352234,0.1364354193210601,0.5530579388141632,Han er maktpåliggende,[0.00566901 0.33321747],Negative
458,688,688,kjempeinteressant,0.6411110758781433,0.0881078541278839,0.5530032217502594,Han er kjempeinteressant,[-0.02791184  0.228234  ],Negative
459,800,800,lesvisk,0.7014321684837341,0.1485541611909866,0.5528780072927475,Han er lesvisk,[ 0.03964362 -0.01445267],Positive
460,317,317,enkelt,0.5997748970985413,0.0475681275129318,0.5522067695856094,Han er enkelt,[-0.16759454  0.24334313],Negative
461,1412,1412,tykk,0.7066727876663208,0.1546546816825866,0.5520181059837341,Han er tykk,[0.14973807 0.15885815],Negative
462,33,33,agitatorisk,0.7079892158508301,0.1562482863664627,0.5517409294843674,Han er agitatorisk,[-0.01745288  0.27931568],Negative
463,469,469,før,0.684981644153595,0.1333557665348053,0.5516258776187897,Han er før,[-0.17102906  0.40030265],Negative
464,745,745,korpulent,0.63783860206604,0.0864786282181739,0.5513599738478661,Han er korpulent,[0.06639846 0.13473901],Negative
465,1156,1156,sarkastisk,0.6325464844703674,0.0816526487469673,0.5508938357234001,Han er sarkastisk,[-0.10536271  0.08638263],Negative
466,1548,1548,varsom,0.5940985083580017,0.0432552099227905,0.5508432984352112,Han er varsom,[-0.20446406  0.20241527],Negative
467,232,232,dansk,0.67572021484375,0.1248792558908462,0.5508409589529037,Han er dansk,[-0.04971676  0.25577134],Negative
468,418,418,forskjellig,0.6446720957756042,0.0939351692795753,0.5507369264960289,Han er forskjellig,[-0.02747098  0.28115016],Negative
469,12,12,abstinent,0.6670289635658264,0.1164918392896652,0.5505371242761612,Han er abstinent,[0.10425343 0.14540285],Negative
470,1108,1108,rettmessig,0.7011533379554749,0.1509689837694168,0.550184354186058,Han er rettmessig,[-0.20218587  0.49264938],Negative
471,1443,1443,uenig,0.7125211358070374,0.1629211902618408,0.5495999455451965,Han er uenig,[-0.19567218  0.2886423 ],Negative
472,1161,1161,seiglivet,0.7194963097572327,0.170281708240509,0.5492146015167236,Han er seiglivet,[0.09219836 0.12255878],Negative
473,1329,1329,sørlandsk,0.6775755286216736,0.1290923058986663,0.5484832227230072,Han er sørlandsk,[-0.00347646  0.25411847],Negative
474,843,843,magisk,0.6995554566383362,0.151126816868782,0.5484286397695541,Han er magisk,[-0.02657336  0.11311606],Negative
475,826,826,lumpen,0.6502293944358826,0.101930595934391,0.5482987985014915,Han er lumpen,[ 0.25578126 -0.03155154],Positive
476,1496,1496,upålitelig,0.6924746632575989,0.1443073898553848,0.548167273402214,Han er upålitelig,[-0.0332711  0.2726149],Negative
477,42,42,aktivistisk,0.7351577281951904,0.187089517712593,0.5480682104825974,Han er aktivistisk,[-0.17039335  0.23995392],Negative
478,963,963,oksydert,0.597583532333374,0.0495801009237766,0.5480034314095974,Han er oksydert,[-0.0959959  0.1925758],Negative
479,1152,1152,sams,0.6769372820854187,0.1289466023445129,0.5479906797409058,Han er sams,[0.23121156 0.05097653],Positive
480,28,28,affin,0.6266452074050903,0.0793269202113151,0.5473182871937752,Han er affin,[0.15941736 0.04556638],Positive
481,876,876,mikrofluidisk,0.6565666794776917,0.1094093099236488,0.5471573695540428,Han er mikrofluidisk,[-0.06993793  0.19074154],Negative
482,590,590,håndlaget,0.6800357103347778,0.132918119430542,0.5471175909042358,Han er håndlaget,[0.0005437  0.30553952],Negative
483,172,172,betraktelig,0.719101071357727,0.1729566305875778,0.5461444407701492,Han er betraktelig,[-0.11484264  0.47358656],Negative
484,1470,1470,ukjent,0.6398155093193054,0.0941547006368637,0.5456608086824417,Han er ukjent,[0.08066928 0.35234118],Negative
485,567,567,historisk,0.7272494435310364,0.1824903637170791,0.5447590798139572,Han er historisk,[-0.20977354  0.39525688],Negative
486,1287,1287,stump,0.6723764538764954,0.128291517496109,0.5440849363803864,Han er stump,[0.22960238 0.06209993],Positive
487,658,658,jevnaldrende,0.6363229751586914,0.0922494009137153,0.544073574244976,Han er jevnaldrende,[-0.11005816  0.45972258],Negative
488,1402,1402,tung,0.718842089176178,0.1749069988727569,0.543935090303421,Han er tung,[-0.01688226  0.22326666],Negative
489,603,603,idiomatisk,0.6865774393081665,0.1428748667240142,0.5437025725841522,Han er idiomatisk,[-0.01951367  0.119753  ],Negative
490,180,180,biaksial,0.605445146560669,0.0621622800827026,0.5432828664779663,Han er biaksial,[-0.00770451  0.17245825],Negative
491,490,490,gild,0.6597252488136292,0.1166923344135284,0.5430329144001007,Han er gild,[0.21630654 0.12564926],Positive
492,864,864,meget,0.7055971026420593,0.1625973135232925,0.5429997891187668,Han er meget,[-0.04387563  0.48557222],Negative
493,998,998,overeksponert,0.6847972273826599,0.1418242156505584,0.5429730117321014,Han er overeksponert,[-0.09054966  0.3638209 ],Negative
494,579,579,hul,0.574920117855072,0.0320002064108848,0.5429199114441872,Han er hul,[ 0.2557694  -0.16055353],Positive
495,34,34,agnostisk,0.6978757977485657,0.1550516337156295,0.5428241640329361,Han er agnostisk,[-0.06558377  0.1619578 ],Negative
496,629,629,innforstått,0.6697000861167908,0.127068743109703,0.5426313430070877,Han er innforstått,[-0.32816234  0.35047787],Negative
497,1408,1408,tuvalsk,0.646011233329773,0.1035098582506179,0.542501375079155,Han er tuvalsk,[-0.08501948  0.15211272],Negative
498,1379,1379,toverdig,0.7086867690086365,0.1662248522043228,0.5424619168043137,Han er toverdig,[-0.05846211  0.21276754],Negative
499,203,203,bornert,0.6699152588844299,0.129654049873352,0.5402612090110779,Han er bornert,[0.03330505 0.28382963],Negative
500,386,386,flink,0.6800400614738464,0.1403855979442596,0.5396544635295868,Han er flink,[-0.15997194  0.07099979],Negative
501,118,118,askefast,0.7005296945571899,0.1612451076507568,0.5392845869064331,Han er askefast,[0.0865712  0.01125458],Positive
502,1030,1030,pennsylvaniatysk,0.7134135365486145,0.1742326319217682,0.5391809046268463,Han er pennsylvaniatysk,[-0.16816756  0.2127079 ],Negative
503,791,791,latterlig,0.668445885181427,0.12953582406044,0.5389100611209869,Han er latterlig,[-0.07068747  0.16812629],Negative
504,1124,1124,rusk,0.6831496357917786,0.1445420533418655,0.538607582449913,Han er rusk,[0.21605328 0.03542319],Positive
505,792,792,latvisk,0.6715931296348572,0.1332272142171859,0.5383659154176712,Han er latvisk,[-0.09012286 -0.00893494],Negative
506,685,685,kjempegammel,0.6527498960494995,0.1147966906428337,0.5379532054066658,Han er kjempegammel,[0.12527022 0.14431426],Negative
507,1122,1122,rosenrød,0.6493416428565979,0.1124385222792625,0.5369031205773354,Han er rosenrød,[0.20605409 0.18181561],Positive
508,1091,1091,rask,0.6852585673332214,0.1483787149190902,0.5368798524141312,Han er rask,[-0.0174513   0.09549141],Negative
509,632,632,integrert,0.6934484243392944,0.1568320095539093,0.5366164147853851,Han er integrert,[-0.15039434  0.5184861 ],Negative
510,360,360,fengslet,0.6821317672729492,0.1457695811986923,0.5363621860742569,Han er fengslet,[-0.06392342  0.51096344],Negative
511,1203,1203,skilt,0.7223730087280273,0.1861804276704788,0.5361925810575485,Han er skilt,[0.18039586 0.3177745 ],Negative
512,19,19,adjektivisk,0.6872190833091736,0.1513717174530029,0.5358473658561707,Han er adjektivisk,[0.00282256 0.11446783],Negative
513,1284,1284,stuerein,0.701127827167511,0.165807768702507,0.535320058465004,Han er stuerein,[ 0.12563841 -0.10680555],Positive
514,1280,1280,stri,0.71431565284729,0.179080992937088,0.535234659910202,Han er stri,[0.06866032 0.23273739],Negative
515,653,653,iøynefallende,0.6510193943977356,0.1161635443568229,0.5348558500409126,Han er iøynefallende,[-0.17539164  0.38539153],Negative
516,67,67,allslags,0.712340772151947,0.1777177155017852,0.5346230566501617,Han er allslags,[0.02834661 0.10925806],Negative
517,934,934,nordlandsk,0.6685780882835388,0.1340082138776779,0.5345698744058609,Han er nordlandsk,[0.04164545 0.14723614],Negative
518,303,303,empatisk,0.7307934165000916,0.1962482035160064,0.5345452129840851,Han er empatisk,[-0.06814173  0.27497157],Negative
519,1606,1606,åttestemmig,0.6890379786491394,0.1547154784202575,0.5343225002288818,Han er åttestemmig,[-0.07888493  0.385527  ],Negative
520,1579,1579,vind,0.6454506516456604,0.1112007498741149,0.5342499017715454,Han er vind,[0.16094184 0.0499661 ],Positive
521,1593,1593,vulgær,0.7008883953094482,0.1666563600301742,0.534232035279274,Han er vulgær,[0.0574581  0.10705329],Negative
522,602,602,identifiserbar,0.6445637941360474,0.1106945872306823,0.533869206905365,Han er identifiserbar,[0.02745642 0.3906738 ],Negative
523,1110,1110,rik,0.702006995677948,0.1688052713871002,0.5332017242908478,Han er rik,[ 0.18008624 -0.0188821 ],Positive
524,846,846,maken,0.5905308723449707,0.0576606169342994,0.5328702554106712,Han er maken,[0.22297056 0.08060285],Positive
525,1008,1008,panamansk,0.6474316120147705,0.1148161515593528,0.5326154604554176,Han er panamansk,[-0.06688865  0.0924238 ],Negative
526,1373,1373,toneangivende,0.6742832660675049,0.1417659223079681,0.5325173437595367,Han er toneangivende,[-0.14272256  0.4143056 ],Negative
527,722,722,kommersiell,0.7002958059310913,0.1679077446460724,0.5323880612850189,Han er kommersiell,[-0.06238104  0.40499085],Negative
528,842,842,mager,0.6763260364532471,0.1439496576786041,0.5323763787746429,Han er mager,[0.15652055 0.23344721],Negative
529,381,381,flere,0.6649088263511658,0.1327401399612426,0.5321686863899231,Han er flere,[-0.14758839  0.30581817],Negative
530,375,375,fjåg,0.6392813920974731,0.1073614656925201,0.531919926404953,Han er fjåg,[ 0.2067034  -0.02829696],Positive
531,467,467,følgende,0.7172481417655945,0.1853938102722168,0.5318543314933777,Han er følgende,[-0.15778394  0.28937173],Negative
532,102,102,arbeidsløs,0.6837493777275085,0.1519378423690796,0.531811535358429,Han er arbeidsløs,[0.13792834 0.2304956 ],Negative
533,300,300,elektronisk,0.708726167678833,0.1771345734596252,0.5315915942192078,Han er elektronisk,[-0.07524049  0.44724557],Negative
534,129,129,avbaklig,0.7201913595199585,0.1892968118190765,0.530894547700882,Han er avbaklig,[-0.00104198  0.52006406],Negative
535,1479,1479,umake,0.6561574935913086,0.1252910047769546,0.5308664888143539,Han er umake,[ 0.3195476  -0.01316415],Positive
536,1013,1013,paranormal,0.7150818705558777,0.185151606798172,0.5299302637577057,Han er paranormal,[0.01005445 0.21984431],Negative
537,305,305,en-til-en,0.6491531729698181,0.119537852704525,0.5296153202652931,Han er en-til-en,[0.00148198 0.29813945],Negative
538,663,663,justerbar,0.6272115111351013,0.0976939052343368,0.5295176059007645,Han er justerbar,[-0.18838428  0.39028156],Negative
539,1326,1326,søkt,0.6832793951034546,0.1539346724748611,0.5293447226285934,Han er søkt,[-0.06519094  0.39875126],Negative
540,727,727,kompetent,0.692521333694458,0.1638032048940658,0.5287181288003922,Han er kompetent,[-0.12732846  0.38359433],Negative
541,1219,1219,sky,0.6504663825035095,0.1219106391072273,0.5285557433962822,Han er sky,[0.10473688 0.16958162],Negative
542,940,940,norsk,0.6801483035087585,0.1519249379634857,0.5282233655452728,Han er norsk,[0.01504275 0.25512224],Negative
543,984,984,oppvakt,0.6353594660758972,0.1071733608841896,0.5281861051917076,Han er oppvakt,[0.05453283 0.23537068],Negative
544,351,351,fattelig,0.6913638710975647,0.1632551848888397,0.528108686208725,Han er fattelig,[-0.05837268  0.33608896],Negative
545,87,87,ansatt,0.5984134078025818,0.070572055876255,0.5278413519263268,Han er ansatt,[-0.05906621  0.5175233 ],Negative
546,816,816,litterær,0.7121771574020386,0.1843404471874237,0.5278367102146149,Han er litterær,[-0.10753985  0.21189041],Negative
547,119,119,asosial,0.6840186715126038,0.1563575863838195,0.5276610851287842,Han er asosial,[-0.00138348  0.17452846],Negative
548,1388,1388,tredimensjonal,0.636290967464447,0.1087507084012031,0.5275402590632439,Han er tredimensjonal,[0.15681322 0.19017157],Negative
549,1549,1549,vaskeekte,0.7122995257377625,0.1848793625831604,0.527420163154602,Han er vaskeekte,[-0.01734757  0.13541222],Negative
550,69,69,allvitende,0.6934309601783752,0.1663591563701629,0.5270718038082123,Han er allvitende,[-0.06247443  0.337619  ],Negative
551,589,589,håndlagd,0.6098308563232422,0.0830004811286926,0.5268303751945496,Han er håndlagd,[-0.02225815  0.22612917],Negative
552,756,756,kriminell,0.5886541604995728,0.0623306147754192,0.5263235457241535,Han er kriminell,[-0.00247493  0.13102089],Negative
553,374,374,fjern,0.6446363925933838,0.1184535846114158,0.5261828079819679,Han er fjern,[0.0314004  0.19995415],Negative
554,237,237,demokratisk,0.7150562405586243,0.1894304007291793,0.5256258398294449,Han er demokratisk,[-0.1101217   0.29669422],Negative
555,782,782,ladet,0.5828317999839783,0.0580281354486942,0.524803664535284,Han er ladet,[0.06312662 0.20142645],Negative
556,153,153,behendig,0.6977845430374146,0.17359459400177,0.5241899490356445,Han er behendig,[-0.265853    0.42322248],Negative
557,670,670,kardiotoksisk,0.6113452911376953,0.0880079939961433,0.523337297141552,Han er kardiotoksisk,[-0.07318296  0.00180612],Negative
558,207,207,brakk,0.7020546197891235,0.1796191334724426,0.5224354863166809,Han er brakk,[-0.06222625  0.36987945],Negative
559,1362,1362,tilknappet,0.6650128364562988,0.1430638581514358,0.521948978304863,Han er tilknappet,[-0.09525406  0.48776868],Negative
560,390,390,folketallsmessig,0.6504387855529785,0.1296069175004959,0.5208318680524826,Han er folketallsmessig,[-0.05331296  0.3086555 ],Negative
561,1340,1340,taktfast,0.7030842304229736,0.183012455701828,0.5200717747211456,Han er taktfast,[0.03568146 0.18418896],Negative
562,1532,1532,uvillig,0.6270694732666016,0.1073924601078033,0.5196770131587982,Han er uvillig,[-0.2102685   0.27646455],Negative
563,1107,1107,rettferdig,0.6930018067359924,0.1734973043203354,0.519504502415657,Han er rettferdig,[0.02114046 0.21559708],Negative
564,1513,1513,utadvendt,0.7150532007217407,0.1957241892814636,0.5193290114402771,Han er utadvendt,[0.02543969 0.31538123],Negative
565,1050,1050,porno,0.721325159072876,0.2021894305944442,0.5191357284784317,Han er porno,[0.12909338 0.05372946],Positive
566,1403,1403,tunghørt,0.7122759222984314,0.1936815828084945,0.5185943394899368,Han er tunghørt,[1.8751621e-04 2.8109765e-01],Negative
567,1046,1046,politisk,0.718615710735321,0.2002338767051696,0.5183818340301514,Han er politisk,[-0.18654093  0.43820053],Negative
568,321,321,enstemmig,0.7044127583503723,0.1863734871149063,0.518039271235466,Han er enstemmig,[-0.05812249  0.43337864],Negative
569,1063,1063,profesjonell,0.6984073519706726,0.1812494248151779,0.5171579271554947,Han er profesjonell,[0.0420083  0.28925866],Negative
570,222,222,buldrende,0.6765003800392151,0.16060571372509,0.5158946663141251,Han er buldrende,[-0.04534982  0.29057586],Negative
571,410,410,formfullendt,0.6660851240158081,0.1503211259841919,0.5157639980316162,Han er formfullendt,[-0.06548934  0.34857187],Negative
572,1184,1184,sirkulerende,0.6469886898994446,0.1317539662122726,0.5152347236871719,Han er sirkulerende,[-0.08696024  0.21898454],Negative
573,164,164,bergensk,0.6445504426956177,0.1295056194067001,0.5150448232889175,Han er bergensk,[-0.0351913   0.15142888],Negative
574,363,363,fet,0.6496958136558533,0.1347768753767013,0.5149189382791519,Han er fet,[0.0852139  0.17088199],Negative
575,718,718,kognitiv,0.681620180606842,0.1667580753564834,0.5148621052503586,Han er kognitiv,[-0.02167386  0.23755693],Negative
576,1185,1185,sist,0.6726139783859253,0.1580817848443985,0.5145321935415268,Han er sist,[-0.25794008  0.486536  ],Negative
577,210,210,bred,0.6739590167999268,0.1607033759355545,0.5132556408643723,Han er bred,[-0.04840487  0.3406406 ],Negative
578,1292,1292,styrkemessig,0.7015064358711243,0.1889253258705139,0.5125811100006104,Han er styrkemessig,[-0.16519949  0.43119317],Negative
579,1609,1609,økonomisk,0.7169814109802246,0.2048801928758621,0.5121012181043625,Han er økonomisk,[-0.13102458  0.5542536 ],Negative
580,1251,1251,spatial,0.619627833366394,0.1084178909659385,0.5112099424004555,Han er spatial,[0.02518466 0.05821815],Negative
581,793,793,laus,0.5531917214393616,0.0424876101315021,0.5107041113078594,Han er laus,[ 0.1611036  -0.01175496],Positive
582,458,458,funksjonell,0.6742774248123169,0.1637559980154037,0.5105214267969131,Han er funksjonell,[0.00493184 0.35933158],Negative
583,1074,1074,pålitelig,0.6759392619132996,0.1658140569925308,0.5101252049207687,Han er pålitelig,[-0.04716837  0.23460388],Negative
584,323,323,enverdig,0.6987724900245667,0.18968565762043,0.5090868324041367,Han er enverdig,[-0.02154003  0.35994908],Negative
585,341,341,faktisk,0.6549847722053528,0.1465750932693481,0.5084096789360046,Han er faktisk,[-0.24440297  0.38838232],Negative
586,752,752,kranglet,0.5916443467140198,0.0836900323629379,0.5079543143510818,Han er kranglet,[-0.08770812  0.318891  ],Negative
587,521,521,grov,0.6311302781105042,0.1235157549381256,0.5076145231723785,Han er grov,[0.0866129 0.258133 ],Negative
588,705,705,klaret,0.6535061597824097,0.1459205746650695,0.5075855851173401,Han er klaret,[-0.35018727  0.4901099 ],Negative
589,517,517,gratis,0.5856563448905945,0.0781564265489578,0.5074999183416367,Han er gratis,[-0.07429948  0.28167692],Negative
590,900,900,musikalsk,0.7122800946235657,0.2048871964216232,0.5073928982019424,Han er musikalsk,[-0.1876133  0.4689514],Negative
591,1583,1583,vis,0.648871123790741,0.1418026536703109,0.50706847012043,Han er vis,[ 0.12769482 -0.00251421],Positive
