,Unnamed: 0,Unnamed: 0.1,Adjektiv,P(han),P(hun),Differanse,Complete sentence female,Female Logit,Sentiment
211,1157,1157,rettmessig,0.1119645982980728,0.1757150292396545,-0.0637504309415817,Hun er rettmessig,[0.32318857 0.21991059],Positive
212,665,665,integrert,0.1715192049741745,0.2351776957511901,-0.0636584907770156,Hun er integrert,[0.31747863 0.18528849],Positive
213,1178,1178,rystet,0.3103608787059784,0.372842788696289,-0.0624819099903106,Hun er rystet,[0.16408013 0.11492094],Positive
214,894,894,mange,0.1198783218860626,0.1821299940347671,-0.0622516721487045,Hun er mange,[0.30451247 0.15203932],Positive
215,660,660,innforstått,0.1618362069129943,0.2226506769657135,-0.0608144700527191,Hun er innforstått,[0.28698412 0.19743592],Positive
216,119,119,asosial,0.113699696958065,0.1738296002149582,-0.0601299032568931,Hun er asosial,[0.23413087 0.17770895],Positive
217,590,590,het,0.1912426501512527,0.2512267529964447,-0.0599841028451919,Hun er het,[0.33905578 0.21158934],Positive
218,1441,1441,toårlig,0.0921831503510475,0.1520998924970626,-0.0599167421460151,Hun er toårlig,[0.36726272 0.21173891],Positive
219,1191,1191,salongfähig,0.1989425122737884,0.2588397264480591,-0.0598972141742706,Hun er salongfähig,[0.21983361 0.10274678],Positive
220,645,645,in vitro,0.1664312928915023,0.2255585193634033,-0.0591272264719009,Hun er in vitro,[0.28463066 0.1771664 ],Positive
221,578,578,heldig,0.2102132588624954,0.2692014276981354,-0.0589881688356399,Hun er heldig,[0.30837953 0.19296923],Positive
222,311,311,emosjonell,0.1602639704942703,0.2188971936702728,-0.0586332231760025,Hun er emosjonell,[0.31132704 0.22032376],Positive
223,1278,1278,sliten,0.2115574181079864,0.2701214551925659,-0.0585640370845794,Hun er sliten,[0.20476899 0.162487  ],Positive
224,543,543,gretten,0.1934765130281448,0.2515348494052887,-0.0580583363771438,Hun er gretten,[0.16632405 0.10983434],Positive
225,854,854,lilla,0.2710532248020172,0.3289702832698822,-0.0579170584678649,Hun er lilla,[0.29906365 0.2277107 ],Positive
226,1411,1411,tellelig,0.0967487096786499,0.1546051800251007,-0.0578564703464508,Hun er tellelig,[0.32133257 0.18692523],Positive
227,776,776,kontinuerlig,0.1593779772520065,0.2168900966644287,-0.0575121194124221,Hun er kontinuerlig,[0.3561514  0.19156338],Positive
228,1214,1214,sein,0.2033533006906509,0.2607044875621795,-0.0573511868715286,Hun er sein,[0.24844053 0.22855324],Positive
229,725,725,kjempesint,0.2435164153575897,0.3005756139755249,-0.0570591986179351,Hun er kjempesint,[0.1045381  0.01115537],Positive
230,1508,1508,uenig,0.1718873530626297,0.228539377450943,-0.0566520243883132,Hun er uenig,[0.30521888 0.1650162 ],Positive
231,1564,1564,upassende,0.2152076959609985,0.2718586921691894,-0.0566509962081909,Hun er upassende,[0.22982734 0.18121964],Positive
232,1676,1676,ytre,0.1280317157506942,0.1844090968370437,-0.0563773810863494,Hun er ytre,[0.30804226 0.19545507],Positive
233,939,939,motsatt,0.0796891972422599,0.135733500123024,-0.056044302880764,Hun er motsatt,[0.31543034 0.22345023],Positive
234,193,193,bitter,0.1635254919528961,0.2190664261579513,-0.0555409342050552,Hun er bitter,[0.20147608 0.15275759],Positive
235,967,967,negativ,0.172721117734909,0.2280723303556442,-0.0553512126207351,Hun er negativ,[0.2672298  0.18241605],Positive
236,62,62,allergisk,0.283119648694992,0.3382754623889923,-0.0551558136940002,Hun er allergisk,[0.2367557 0.1696187],Positive
237,1007,1007,obsternasig,0.2385544180870056,0.2931576073169708,-0.0546031892299652,Hun er obsternasig,[0.2734253  0.23746723],Positive
238,814,814,kunstig,0.1682008951902389,0.2221022844314575,-0.0539013892412185,Hun er kunstig,[0.319417   0.20718433],Positive
239,174,174,betimelig,0.1602305173873901,0.21408112347126,-0.0538506060838699,Hun er betimelig,[0.33952427 0.24463135],Positive
240,1062,1062,parallell,0.0591234192252159,0.1122055277228355,-0.0530821084976196,Hun er parallell,[0.29086226 0.22001985],Positive
241,1671,1671,våken,0.2714040875434875,0.3244656026363373,-0.0530615150928497,Hun er våken,[0.2521063  0.21878982],Positive
242,1319,1319,stakkars,0.1931256055831909,0.2456174790859222,-0.0524918735027313,Hun er stakkars,[0.25205213 0.23379105],Positive
243,1624,1624,vedvarende,0.1591507345438003,0.2114725857973098,-0.0523218512535095,Hun er vedvarende,[0.33699661 0.22772688],Positive
244,1085,1085,pinlig,0.166432574391365,0.218542531132698,-0.052109956741333,Hun er pinlig,[0.20059985 0.17398065],Positive
245,886,886,mager,0.2207258641719818,0.2727327048778534,-0.0520068407058715,Hun er mager,[0.20419392 0.16699728],Positive
246,242,242,delelig,0.0785751268267631,0.130237728357315,-0.0516626015305519,Hun er delelig,[0.33468103 0.19793823],Positive
247,341,341,estetisk,0.2194018363952636,0.2700701951980591,-0.0506683588027954,Hun er estetisk,[0.34652448 0.24207658],Positive
248,26,26,affektert,0.1905923932790756,0.2404983937740326,-0.0499060004949569,Hun er affektert,[0.30228567 0.2505115 ],Positive
249,1199,1199,sammenlignbar,0.1940958499908447,0.2438217997550964,-0.0497259497642517,Hun er sammenlignbar,[0.29007366 0.16415215],Positive
250,322,322,eng,0.2251833826303482,0.2744913697242737,-0.0493079870939254,Hun er eng,[0.3641469 0.2553592],Positive
251,486,486,følelsesmessig,0.1701706796884536,0.2181715667247772,-0.0480008870363235,Hun er følelsesmessig,[0.3220809  0.19305408],Positive
252,289,289,eigen,0.1660355925559997,0.2140130251646042,-0.0479774326086044,Hun er eigen,[0.25087625 0.20127848],Positive
253,106,106,arg,0.2092716693878173,0.2566726505756378,-0.0474009811878204,Hun er arg,[0.27345967 0.22451934],Positive
254,1236,1236,sirkulerende,0.159345656633377,0.2067199498414993,-0.0473742932081222,Hun er sirkulerende,[0.32065114 0.19966784],Positive
255,286,286,egen,0.0925661772489547,0.1394731551408767,-0.046906977891922,Hun er egen,[0.28413245 0.1832206 ],Positive
256,430,430,fornim,0.12245724350214,0.1692766547203064,-0.0468194112181663,Hun er fornim,[0.2525468  0.17408136],Positive
257,584,584,hensiktsmessig,0.1440917402505874,0.1904819160699844,-0.0463901758193969,Hun er hensiktsmessig,[0.3361056 0.2254645],Positive
258,675,675,irriterende,0.2196389287710189,0.2652053534984588,-0.0455664247274398,Hun er irriterende,[0.22324836 0.19153106],Positive
259,1251,1251,skamfull,0.2386606782674789,0.2839227318763733,-0.0452620536088943,Hun er skamfull,[0.1880414 0.1331768],Positive
260,16,16,adekvat,0.1272144615650177,0.1724366098642349,-0.0452221482992172,Hun er adekvat,[0.32210287 0.23948586],Positive
261,1518,1518,uforrettet,0.1829832047224044,0.2280409634113311,-0.0450577586889267,Hun er uforrettet,[0.2833427  0.20408648],Positive
262,1420,1420,tilgivende,0.1482589244842529,0.1930685043334961,-0.0448095798492431,Hun er tilgivende,[0.10795072 0.07268625],Positive
263,840,840,lekker,0.2061426192522049,0.2505868077278137,-0.0444441884756088,Hun er lekker,[0.13926949 0.10757691],Positive
264,846,846,levende,0.1434043794870376,0.1877345591783523,-0.0443301796913147,Hun er levende,[0.17668374 0.14018929],Positive
265,742,742,klaret,0.2041206359863281,0.2483609020709991,-0.044240266084671,Hun er klaret,[0.2629754  0.20519626],Positive
266,1227,1227,sid,0.151468887925148,0.1946489214897155,-0.0431800335645675,Hun er sid,[0.28671134 0.24825644],Positive
267,969,969,nem,0.1918246150016784,0.2344267070293426,-0.0426020920276641,Hun er nem,[0.34527755 0.25435194],Positive
268,1170,1170,rosenrød,0.1716611683368683,0.2142607420682907,-0.0425995737314224,Hun er rosenrød,[0.30843273 0.2182484 ],Positive
269,104,104,arbeidssky,0.2608712911605835,0.3032113909721374,-0.0423400998115539,Hun er arbeidssky,[0.2817126  0.21041366],Positive
270,150,150,begjærlig,0.1803493499755859,0.2223793417215347,-0.0420299917459487,Hun er begjærlig,[0.25927526 0.21247917],Positive
271,140,140,bakenforliggende,0.0783383175730705,0.1202284842729568,-0.0418901666998863,Hun er bakenforliggende,[0.25681034 0.21096957],Positive
272,347,347,etterpåklok,0.2469565123319625,0.2888274490833282,-0.0418709367513656,Hun er etterpåklok,[0.21643455 0.1714172 ],Positive
273,323,323,engasjert,0.2993692755699157,0.3411110639572143,-0.0417417883872985,Hun er engasjert,[0.3182488  0.16238654],Positive
274,406,406,folketallsmessig,0.2197114080190658,0.2613129317760467,-0.0416015237569808,Hun er folketallsmessig,[0.30466843 0.15890661],Positive
275,279,279,død,0.2165774852037429,0.2580210268497467,-0.0414435416460037,Hun er død,[0.18910915 0.16146767],Positive
276,1121,1121,pågående,0.2777077257633209,0.3190265893936157,-0.0413188636302948,Hun er pågående,[0.2804138  0.20662847],Positive
277,1254,1254,skeiv,0.265490710735321,0.306805819272995,-0.0413151085376739,Hun er skeiv,[0.14144918 0.0289236 ],Positive
278,807,807,kul,0.0848942250013351,0.1259210407733917,-0.0410268157720565,Hun er kul,[0.12375368 0.08759651],Positive
279,1627,1627,vel og bra,0.2704847753047943,0.3112248480319977,-0.0407400727272033,Hun er vel og bra,[0.19069785 0.16774383],Positive
280,1591,1591,utilstrekkelig,0.1468952745199203,0.1873983889818191,-0.0405031144618988,Hun er utilstrekkelig,[0.23541081 0.20199949],Positive
281,964,964,nedlatende,0.2149389386177063,0.2548554241657257,-0.0399164855480194,Hun er nedlatende,[0.1859708 0.1245786],Positive
282,1594,1594,utviklingshemmet,0.2211724519729614,0.2609913349151611,-0.0398188829421997,Hun er utviklingshemmet,[0.2924018  0.19770166],Positive
283,631,631,idiotsikker,0.1880977004766464,0.2275637239217758,-0.0394660234451293,Hun er idiotsikker,[0.17944393 0.14482442],Positive
284,86,86,annleis,0.2521951496601105,0.2916469871997833,-0.0394518375396728,Hun er annleis,[0.25587964 0.23020184],Positive
285,199,199,blid,0.2477417737245559,0.2871383726596832,-0.0393965989351272,Hun er blid,[0.20902222 0.13145556],Positive
286,1273,1273,sky,0.2135087549686432,0.252814382314682,-0.0393056273460388,Hun er sky,[0.2450706 0.2106424],Positive
287,1115,1115,pussa,0.2490928024053573,0.2881530225276947,-0.0390602201223373,Hun er pussa,[0.24036676 0.19581765],Positive
288,314,314,en-til-en,0.094284750521183,0.1333231627941131,-0.0390384122729301,Hun er en-til-en,[0.2894081  0.21137658],Positive
289,1090,1090,plutselig,0.1739637553691864,0.2129288911819458,-0.0389651358127594,Hun er plutselig,[0.37201923 0.2611183 ],Positive
290,252,252,direkte,0.1290726661682129,0.1676751524209976,-0.0386024862527847,Hun er direkte,[0.3591682  0.21949448],Positive
291,1049,1049,overflødig,0.1709689199924469,0.2095084637403488,-0.0385395437479019,Hun er overflødig,[0.2710954  0.22515717],Positive
292,1571,1571,urimelig,0.2473725825548172,0.2858556509017944,-0.0384830683469772,Hun er urimelig,[0.18469395 0.12849605],Positive
293,790,790,kranglet,0.2600333094596863,0.2978420555591583,-0.037808746099472,Hun er kranglet,[0.31932977 0.2284683 ],Positive
294,478,478,funksjonsdyktig,0.1303647309541702,0.1681192517280578,-0.0377545207738876,Hun er funksjonsdyktig,[0.31244802 0.19014293],Positive
295,936,936,morsom,0.1822632998228073,0.219847097992897,-0.0375837981700897,Hun er morsom,[0.18870194 0.14630392],Positive
296,1287,1287,smul,0.2342382371425628,0.2716405391693115,-0.0374023020267486,Hun er smul,[0.2786149 0.2474662],Positive
297,736,736,kjærlig,0.1600283086299896,0.1969763785600662,-0.0369480699300766,Hun er kjærlig,[0.2854425  0.24040008],Positive
298,659,659,innett,0.2111616879701614,0.2474561780691146,-0.0362944900989532,Hun er innett,[0.24575776 0.22449625],Positive
299,959,959,narrativ,0.1327312737703323,0.1687290221452713,-0.0359977483749389,Hun er narrativ,[0.24959323 0.24746007],Positive
300,1222,1222,sen,0.179091677069664,0.2144804447889328,-0.0353887677192688,Hun er sen,[0.2924953  0.24235368],Positive
301,447,447,foruroligende,0.2414005994796753,0.2766882479190826,-0.0352876484394073,Hun er foruroligende,[0.29111364 0.21654725],Positive
302,850,850,likende,0.1572890728712082,0.1911840736865997,-0.0338950008153915,Hun er likende,[0.15118971 0.10305783],Positive
303,1679,1679,åpenhjertig,0.3183700144290924,0.3518185019493103,-0.0334484875202178,Hun er åpenhjertig,[0.3185613 0.2287843],Positive
304,256,256,diskré,0.1761457026004791,0.2094908207654953,-0.0333451181650161,Hun er diskré,[0.17698418 0.13772154],Positive
305,1268,1268,skriftlig,0.1955508142709732,0.2287073284387588,-0.0331565141677856,Hun er skriftlig,[0.3781409  0.21493512],Positive
306,278,278,dårlig,0.1828270256519317,0.2155157625675201,-0.0326887369155883,Hun er dårlig,[0.1931601 0.1713602],Positive
307,320,320,eneste,0.0850323066115379,0.1173431202769279,-0.03231081366539,Hun er eneste,[0.2415061  0.12123424],Positive
308,219,219,brisen,0.2256820350885391,0.2575593292713165,-0.0318772941827774,Hun er brisen,[0.26456055 0.21914431],Positive
309,577,577,hel,0.0926273167133331,0.1244282349944114,-0.0318009182810783,Hun er hel,[0.2711933  0.20055029],Positive
310,338,338,ergerlig,0.2477846145629882,0.2792777717113495,-0.0314931571483612,Hun er ergerlig,[0.23393118 0.21086928],Positive
311,1054,1054,overrasket,0.2012925446033477,0.232182428240776,-0.0308898836374282,Hun er overrasket,[0.30199796 0.15592438],Positive
312,857,857,liten,0.2133133113384246,0.2439364641904831,-0.0306231528520584,Hun er liten,[0.29537097 0.21102011],Positive
313,1527,1527,ugjennomførlig,0.128854289650917,0.1593054234981537,-0.0304511338472366,Hun er ugjennomførlig,[0.3015839 0.250949 ],Positive
314,1296,1296,snål,0.1827610433101654,0.2130757272243499,-0.0303146839141845,Hun er snål,[0.13989648 0.10697666],Positive
315,629,629,identifiserbar,0.1079448759555816,0.1373133063316345,-0.0293684303760528,Hun er identifiserbar,[0.28555968 0.14946207],Positive
316,1383,1383,søkegod,0.2983946800231933,0.3271853029727936,-0.0287906229496002,Hun er søkegod,[0.3364703  0.23878348],Positive
317,129,129,autorisert,0.2335659116506576,0.2621613144874573,-0.0285954028367996,Hun er autorisert,[0.34358552 0.18392074],Positive
318,991,991,nydelig,0.2117062211036682,0.2398641556501388,-0.0281579345464706,Hun er nydelig,[0.15698513 0.15474123],Positive
319,1382,1382,særlig,0.151286780834198,0.1794242858886718,-0.0281375050544738,Hun er særlig,[0.2971884  0.17732096],Positive
320,1188,1188,salig,0.2175111174583435,0.2452252954244613,-0.0277141779661178,Hun er salig,[0.2524203  0.25681925],Negative
321,1513,1513,uforenelig,0.12459197640419,0.1521781086921692,-0.0275861322879791,Hun er uforenelig,[0.30784842 0.21711093],Positive
322,84,84,annen,0.1101750880479812,0.1375423222780227,-0.0273672342300415,Hun er annen,[0.29628196 0.22279632],Positive
323,1004,1004,nøytral,0.1601312160491943,0.1864465773105621,-0.0263153612613677,Hun er nøytral,[0.267652  0.2186979],Positive
324,1392,1392,søt,0.2342619001865387,0.2605675458908081,-0.0263056457042694,Hun er søt,[0.06667013 0.01612192],Positive
325,362,362,fast,0.1628906279802322,0.1891742497682571,-0.0262836217880249,Hun er fast,[0.32701188 0.15954462],Positive
326,1615,1615,vantro,0.1495453715324401,0.1756710857152938,-0.0261257141828537,Hun er vantro,[0.20063545 0.1342063 ],Positive
327,1693,1693,øvrig,0.1806116253137588,0.206406831741333,-0.0257952064275741,Hun er øvrig,[0.32154277 0.18855707],Positive
328,841,841,lengre,0.0938018858432769,0.1191127896308898,-0.0253109037876129,Hun er lengre,[0.32181874 0.20723212],Positive
329,1228,1228,sigen,0.239041194319725,0.2639402151107788,-0.0248990207910537,Hun er sigen,[0.13927367 0.07985565],Positive
330,514,514,givende,0.252526044845581,0.2766680121421814,-0.0241419672966003,Hun er givende,[0.16556981 0.08623162],Positive
331,986,986,normativ,0.1671101003885269,0.1911535710096359,-0.024043470621109,Hun er normativ,[0.227332   0.21582603],Positive
332,1584,1584,utellelig,0.1907895356416702,0.2146659791469574,-0.0238764435052871,Hun er utellelig,[0.34590048 0.22174188],Positive
333,435,435,forplantningsmessig,0.200043573975563,0.2237315773963928,-0.0236880034208297,Hun er forplantningsmessig,[0.33389413 0.18341061],Positive
334,1656,1656,virtuell,0.078563280403614,0.1014759615063667,-0.0229126811027526,Hun er virtuell,[0.3027029  0.20255215],Positive
335,294,294,eksplisitt,0.099607728421688,0.1221214607357978,-0.0225137323141098,Hun er eksplisitt,[0.30536467 0.21414188],Positive
336,223,223,brusten,0.2125307470560073,0.2343767434358596,-0.0218459963798522,Hun er brusten,[0.2041554  0.18916363],Positive
337,1265,1265,skjær,0.2531274855136871,0.2748855054378509,-0.0217580199241638,Hun er skjær,[0.33000797 0.26898876],Positive
338,639,639,illojal,0.1519396901130676,0.1735861152410507,-0.021646425127983,Hun er illojal,[0.16349857 0.09156236],Positive
339,10,10,abrupt,0.2394921481609344,0.261121928691864,-0.0216297805309295,Hun er abrupt,[0.287087   0.26509514],Positive
340,27,27,affektiv,0.1505460292100906,0.17214897274971,-0.0216029435396194,Hun er affektiv,[0.25635132 0.22140229],Positive
341,1447,1447,transmural,0.0868226885795593,0.1077141910791397,-0.0208915024995803,Hun er transmural,[0.295641   0.18273619],Positive
342,100,100,arbeidende,0.2193880826234817,0.2401534765958786,-0.0207653939723968,Hun er arbeidende,[0.3374689  0.18888953],Positive
343,260,260,diverse,0.2533325850963592,0.2738107442855835,-0.0204781591892242,Hun er diverse,[0.3378086 0.2234371],Positive
344,1443,1443,tradisjonsbundet,0.3090929388999939,0.3295087814331054,-0.0204158425331115,Hun er tradisjonsbundet,[0.2527631 0.1827794],Positive
345,45,45,aktuell,0.1984612643718719,0.2187312841415405,-0.0202700197696685,Hun er aktuell,[0.27507022 0.16942511],Positive
346,136,136,avskrekkende,0.2198900133371353,0.2400612533092498,-0.0201712399721145,Hun er avskrekkende,[0.26394606 0.19560218],Positive
347,1590,1590,utilbørlig,0.2262099087238311,0.2461541593074798,-0.0199442505836486,Hun er utilbørlig,[0.28206265 0.21092102],Positive
348,535,535,godt og vel,0.3162710666656494,0.3359298706054687,-0.0196588039398193,Hun er godt og vel,[0.2863897  0.19297588],Positive
349,490,490,første,0.0757194235920906,0.0950282514095306,-0.01930882781744,Hun er første,[0.22566599 0.10347772],Positive
350,1581,1581,usæl,0.2465224415063858,0.2655065059661865,-0.0189840644598007,Hun er usæl,[0.18405536 0.15211487],Positive
351,52,52,aldrende,0.2877097725868225,0.305974394083023,-0.0182646214962005,Hun er aldrende,[0.2974357  0.23920006],Positive
352,1311,1311,spettete,0.1858724653720855,0.2039183676242828,-0.0180459022521972,Hun er spettete,[0.2337522  0.21570624],Positive
353,1459,1459,troverdig,0.2657548785209656,0.2837367653846741,-0.0179818868637084,Hun er troverdig,[0.15092823 0.11831638],Positive
354,749,749,knapp,0.1960894912481308,0.2139443606138229,-0.0178548693656921,Hun er knapp,[0.31464377 0.21214741],Positive
355,994,994,nysgjerrig,0.243043839931488,0.2607559263706207,-0.0177120864391326,Hun er nysgjerrig,[0.2852935  0.21715903],Positive
356,1194,1194,samd,0.1659216582775116,0.1835739463567733,-0.0176522880792617,Hun er samd,[0.28882587 0.16609153],Positive
357,326,326,enig,0.1800219565629959,0.1975985765457153,-0.0175766199827194,Hun er enig,[0.27302215 0.13897067],Positive
358,424,424,forløsende,0.1156366541981697,0.1329651623964309,-0.0173285081982612,Hun er forløsende,[0.24589944 0.18748656],Positive
359,911,911,melkefri,0.1328170150518417,0.1497199088335037,-0.0169028937816619,Hun er melkefri,[0.28742474 0.16965078],Positive
360,1171,1171,rotete,0.2621690928936004,0.2788851857185364,-0.0167160928249359,Hun er rotete,[0.2161804 0.1824033],Positive
361,1136,1136,rar,0.2049776315689087,0.2215666621923446,-0.0165890306234359,Hun er rar,[0.20140122 0.18828136],Positive
362,1598,1598,uutholdelig,0.2502184212207794,0.2661532461643219,-0.0159348249435424,Hun er uutholdelig,[0.25079697 0.19059068],Positive
363,1006,1006,obstanasig,0.2532261312007904,0.2690721452236175,-0.0158460140228271,Hun er obstanasig,[0.3535524  0.24656087],Positive
364,1067,1067,passende,0.0977150574326515,0.1135032176971435,-0.015788160264492,Hun er passende,[0.299185   0.23675904],Positive
365,1300,1300,solbrent,0.2271122634410858,0.2424595803022384,-0.0153473168611526,Hun er solbrent,[0.27845994 0.20776163],Positive
366,422,422,forknytt,0.1498149931430816,0.1651267111301422,-0.0153117179870605,Hun er forknytt,[0.32006893 0.24694812],Positive
367,1595,1595,utviklingsmessig,0.21004119515419,0.224747896194458,-0.0147067010402679,Hun er utviklingsmessig,[0.32385597 0.15228158],Positive
368,315,315,encella,0.1303721517324447,0.1449587643146515,-0.0145866125822067,Hun er encella,[0.22043829 0.18049005],Positive
369,369,369,felles,0.0586523972451686,0.0726612657308578,-0.0140088684856891,Hun er felles,[0.32808656 0.20555228],Positive
370,203,203,blå,0.2725958824157715,0.2864623963832855,-0.013866513967514,Hun er blå,[0.2298041  0.19139619],Positive
371,568,568,handlagd,0.2516754567623138,0.2645668089389801,-0.0128913521766662,Hun er handlagd,[0.28227326 0.17738688],Positive
372,1560,1560,unnvikende,0.2559038400650024,0.2685860097408294,-0.012682169675827,Hun er unnvikende,[0.3210365  0.25342304],Positive
373,388,388,fjern,0.152178406715393,0.164811223745346,-0.012632817029953,Hun er fjern,[0.26078844 0.23127174],Positive
374,1107,1107,prippen,0.2565041482448578,0.2686418294906616,-0.0121376812458038,Hun er prippen,[0.1781326  0.12236127],Positive
375,1097,1097,porno,0.2911725342273712,0.3028258383274078,-0.0116533041000366,Hun er porno,[0.16153878 0.11817732],Positive
376,8,8,abnorm,0.1834008693695068,0.1947123110294342,-0.0113114416599273,Hun er abnorm,[0.2957126  0.24121797],Positive
377,649,649,indre,0.1090964525938034,0.1202898100018501,-0.0111933574080467,Hun er indre,[0.29802853 0.2061559 ],Positive
378,738,738,klam,0.1260031312704086,0.1371286660432815,-0.0111255347728729,Hun er klam,[0.17763388 0.12415934],Positive
379,1506,1506,uemosjonell,0.2071021497249603,0.2179972827434539,-0.0108951330184936,Hun er uemosjonell,[0.29006833 0.23195702],Positive
380,402,402,flink,0.2612779140472412,0.2721497118473053,-0.010871797800064,Hun er flink,[0.2961402  0.24112532],Positive
381,1552,1552,under lås og lukke,0.2161737084388733,0.2268367260694503,-0.010663017630577,Hun er under lås og lukke,[0.29287615 0.15019599],Positive
382,1289,1289,snakkende,0.2086698114871978,0.2192573249340057,-0.0105875134468078,Hun er snakkende,[0.29271558 0.2398347 ],Positive
383,473,473,full,0.139604389667511,0.1499480009078979,-0.0103436112403869,Hun er full,[0.2826911  0.20511785],Positive
384,358,358,fantastisk,0.2454980611801147,0.2558044791221618,-0.0103064179420471,Hun er fantastisk,[0.15660459 0.1384851 ],Positive
385,693,693,jevnbyrdig,0.1077146679162979,0.1178752705454826,-0.0101606026291847,Hun er jevnbyrdig,[0.2966255  0.24898994],Positive
386,1195,1195,samfunnsmessig,0.2192917019128799,0.229202002286911,-0.009910300374031,Hun er samfunnsmessig,[0.36283395 0.2005616 ],Positive
387,868,868,lummer,0.2472445517778396,0.2570164203643799,-0.0097718685865402,Hun er lummer,[0.24569115 0.22876035],Positive
388,1611,1611,vannet,0.2300827950239181,0.2394988983869552,-0.0094161033630371,Hun er vannet,[0.29740012 0.22760738],Positive
389,1165,1165,robust,0.2204615920782089,0.2297300845384597,-0.0092684924602508,Hun er robust,[0.22486147 0.17165917],Positive
390,90,90,anstendig,0.2436795234680175,0.2528666257858276,-0.00918710231781,Hun er anstendig,[0.2207644  0.20106903],Positive
391,1632,1632,velkommen,0.2127808630466461,0.2219557911157608,-0.0091749280691146,Hun er velkommen,[0.24756944 0.16062409],Positive
392,808,808,kulturell,0.2018066644668579,0.2109416723251342,-0.0091350078582763,Hun er kulturell,[0.28724438 0.21935079],Positive
393,1120,1120,påfølgende,0.0619950257241725,0.0710962191224098,-0.0091011933982372,Hun er påfølgende,[0.30615097 0.17959994],Positive
394,811,811,kumulativ,0.1355117112398147,0.1443561911582946,-0.0088444799184799,Hun er kumulativ,[0.31034592 0.22049439],Positive
395,43,43,aktpågivende,0.310450792312622,0.3189877271652221,-0.0085369348526,Hun er aktpågivende,[0.23045613 0.16676232],Positive
396,747,747,klippet,0.1674380451440811,0.1754646897315979,-0.0080266445875167,Hun er klippet,[0.3166598  0.18270868],Positive
397,147,147,bedriten,0.2380173951387405,0.2458439916372299,-0.0078265964984893,Hun er bedriten,[0.18689163 0.15659124],Positive
398,613,613,hyper,0.1732610464096069,0.1805078089237213,-0.0072467625141143,Hun er hyper,[0.24280006 0.18704155],Positive
399,5,5,abdominal,0.2092115432024002,0.2162076085805893,-0.006996065378189,Hun er abdominal,[0.31299588 0.21471494],Positive
400,640,640,imaginær,0.1022658571600914,0.1092395856976509,-0.0069737285375595,Hun er imaginær,[0.24313024 0.21548128],Positive
401,225,225,brysom,0.2208071649074554,0.2275321185588836,-0.0067249536514282,Hun er brysom,[0.19310917 0.15775171],Positive
402,757,757,kognitiv,0.1871059238910675,0.1930983364582061,-0.0059924125671386,Hun er kognitiv,[0.2761697  0.22385237],Positive
403,532,532,godhjerta,0.2695381641387939,0.2753404676914215,-0.0058023035526275,Hun er godhjerta,[0.18890564 0.1689781 ],Positive
404,740,740,klar,0.2195307612419128,0.2252635657787323,-0.0057328045368194,Hun er klar,[0.20549524 0.16337976],Positive
405,628,628,idel,0.0758292153477668,0.0814746171236038,-0.0056454017758369,Hun er idel,[0.21405472 0.19449225],Positive
406,734,734,kjær,0.1758416444063186,0.1814513057470321,-0.0056096613407135,Hun er kjær,[0.30082807 0.22390032],Positive
407,1333,1333,straffbar,0.2817407548427582,0.287294864654541,-0.0055541098117828,Hun er straffbar,[0.24968025 0.1605759 ],Positive
408,1073,1073,patt,0.1575837582349777,0.1629925966262817,-0.005408838391304,Hun er patt,[0.32964736 0.25241163],Positive
409,482,482,fysisk,0.1239009872078895,0.1292882412672042,-0.0053872540593147,Hun er fysisk,[0.31450844 0.16362071],Positive
410,42,42,aktivistisk,0.3294464945793152,0.3346852660179138,-0.0052387714385986,Hun er aktivistisk,[0.28755224 0.20961834],Positive
411,1308,1308,spenningsfri,0.0605997517704963,0.0655738413333892,-0.0049740895628929,Hun er spenningsfri,[0.2965717  0.19942492],Positive
412,413,413,forelska,0.1747290045022964,0.179664134979248,-0.0049351304769515,Hun er forelska,[0.26092824 0.22443002],Positive
413,663,663,innmari,0.2792651653289795,0.2834952771663666,-0.004230111837387,Hun er innmari,[0.2815834  0.22874683],Positive
414,1551,1551,unaturlig,0.2963592112064361,0.3004918396472931,-0.0041326284408569,Hun er unaturlig,[0.32188255 0.22733131],Positive
415,1521,1521,uforståelig,0.3010241091251373,0.3051263093948364,-0.004102200269699,Hun er uforståelig,[0.21119356 0.17510355],Positive
416,1363,1363,surjektiv,0.2286083400249481,0.2326974421739578,-0.0040891021490097,Hun er surjektiv,[0.27902433 0.20669806],Positive
417,1561,1561,unormal,0.227843165397644,0.2315651774406433,-0.0037220120429992,Hun er unormal,[0.30113307 0.22520465],Positive
418,524,524,glatt,0.2239857017993927,0.2269417345523834,-0.0029560327529907,Hun er glatt,[0.29503375 0.23494285],Positive
419,716,716,kjempedum,0.1693303287029266,0.1720886081457138,-0.0027582794427871,Hun er kjempedum,[0.16424552 0.1407659 ],Positive
420,924,924,misfornøyd,0.1563410460948944,0.158830776810646,-0.0024897307157516,Hun er misfornøyd,[0.3375819 0.1948987],Positive
421,897,897,manipulerende,0.2590174674987793,0.2609018683433532,-0.0018844008445739,Hun er manipulerende,[0.14903234 0.08121872],Positive
422,706,706,kass,0.2595239579677582,0.2612562775611877,-0.0017323195934295,Hun er kass,[0.3004029  0.18063694],Positive
