,Unnamed: 0,Adjektiv,P(han),P(hun),Differanse
1687,1687,økumenisk,0.2934280931949615,0.0843352302908897,0.2090928629040718
788,788,korthugget,0.2988441884517669,0.089751973748207,0.2090922147035598
522,522,gjev,0.3458735346794128,0.136831447482109,0.2090420871973037
605,605,hul,0.2973599433898926,0.0885564014315605,0.208803541958332
1390,1390,sørlig,0.3075547218322754,0.0987660065293312,0.2087887153029441
25,25,afatisk,0.3236208260059356,0.115010105073452,0.2086107209324836
1176,1176,rwandisk,0.3793676197528839,0.1712567955255508,0.208110824227333
623,623,høylys,0.3086669445037842,0.1006965264678001,0.207970418035984
1283,1283,smidig,0.3393512964248657,0.1316147297620773,0.2077365666627884
1125,1125,påskrudd,0.311945229768753,0.1043125316500663,0.2076326981186866
66,66,allsidig,0.3809821307659149,0.17458476126194,0.2063973695039749
881,881,lønnsom,0.2947777509689331,0.0884681642055511,0.2063095867633819
1117,1117,pyntelig,0.2972573935985565,0.0913399755954742,0.2059174180030822
233,233,bægjen,0.3685944676399231,0.1632103472948074,0.2053841203451156
64,64,allmektig,0.2415262013673782,0.0362517572939395,0.2052744440734386
843,843,lett,0.3046315610408783,0.0994875952601432,0.205143965780735
405,405,folkekjær,0.3043786287307739,0.1001083254814148,0.2042703032493591
1084,1084,peruansk,0.2207083702087402,0.0164714306592941,0.2042369395494461
1540,1540,ulastelig,0.2869148552417755,0.0830791071057319,0.2038357481360435
1034,1034,optisk,0.3048690855503082,0.1016220077872276,0.2032470777630806
305,305,elegant,0.2589868605136871,0.0570206493139267,0.2019662111997604
932,932,monarkisk,0.2458441853523254,0.044760838150978,0.2010833472013473
803,803,kronglete,0.3601236641407013,0.1594575643539428,0.2006660997867584
983,983,nordsamisk,0.4254291653633117,0.2249255329370498,0.2005036324262619
542,542,grei,0.3676159083843231,0.1673514693975448,0.2002644389867782
1530,1530,ugjennomskuelig,0.2506532669067383,0.0507599972188472,0.199893269687891
1282,1282,smertestillende,0.38939368724823,0.1895324289798736,0.1998612582683563
1332,1332,storstilt,0.3055332601070404,0.1061760485172271,0.1993572115898132
638,638,ille,0.2752723693847656,0.0761725753545761,0.1990997940301895
505,505,generøs,0.2550678253173828,0.0567473731935024,0.1983204521238804
58,58,alkoholholdig,0.3149854242801666,0.1172797083854675,0.1977057158946991
1256,1256,skikkelig,0.3604820370674133,0.1629644632339477,0.1975175738334655
387,387,firstemmig,0.218661829829216,0.0212785806506872,0.1973832491785287
1100,1100,pragmatisk,0.3549038767814636,0.1576900780200958,0.1972137987613678
1212,1212,seig,0.323637455701828,0.126443549990654,0.197193905711174
216,216,brekkekkel,0.3539783954620361,0.1571947485208511,0.196783646941185
632,632,idyllisk,0.2991637289524078,0.1026233732700347,0.196540355682373
1422,1422,tilknappet,0.3172240853309631,0.1207343414425849,0.1964897438883781
142,142,bange,0.3615822494029999,0.1657967269420623,0.1957855224609375
954,954,mørkredd,0.4138334691524505,0.2181194275617599,0.1957140415906906
162,162,beleven,0.3121334612369537,0.1166323125362396,0.1955011487007141
1302,1302,sort,0.2944805324077606,0.0991047024726867,0.1953758299350738
108,108,aritmetisk,0.2494553327560424,0.0544975139200687,0.1949578188359737
226,226,brådyp,0.3300046622753143,0.1351716965436935,0.1948329657316208
1359,1359,sunn,0.3550482094287872,0.1604409366846084,0.1946072727441787
647,647,indolent,0.3240825235843658,0.1297264397144317,0.194356083869934
548,548,grådig,0.3478911221027374,0.1535463184118271,0.1943448036909103
540,540,grammatisk,0.2833962142467499,0.089518129825592,0.1938780844211578
1559,1559,unnselig,0.2879084348678589,0.0940786674618721,0.1938297674059867
1331,1331,storartet,0.2411708235740661,0.0473555736243724,0.1938152499496936
1684,1684,øde,0.3213228583335876,0.1277903616428375,0.1935324966907501
204,204,blåøyd,0.321774274110794,0.1283213645219802,0.1934529095888137
847,847,lidenskapelig,0.2662376463413238,0.0728619247674942,0.1933757215738296
501,501,gebrekkelig,0.3490620851516723,0.1558059155941009,0.1932561695575714
1467,1467,tungrodd,0.4260660409927368,0.2328756600618362,0.1931903809309005
467,467,frisk,0.3350018262863159,0.1418119072914123,0.1931899189949035
1247,1247,sjølstendig,0.3327845335006714,0.1396296471357345,0.1931548863649368
1002,1002,nøyaktig,0.2337290346622467,0.0407727248966693,0.1929563097655773
3,3,aabenbar,0.284024715423584,0.0911115929484367,0.1929131224751472
1106,1106,primitiv,0.260024756193161,0.0671513676643371,0.1928733885288238
1537,1537,ukjent,0.3146571516990661,0.1220454424619674,0.1926117092370987
1549,1549,umoden,0.3376968502998352,0.1455559581518173,0.1921408921480178
1435,1435,topp,0.3121536076068878,0.1200537458062172,0.1920998618006706
1033,1033,oppvakt,0.3409135043621063,0.1489041149616241,0.1920093894004821
1528,1528,ugjennomsiktig,0.3805367052555084,0.1888709664344787,0.1916657388210296
1216,1216,sekulær,0.3676503300666809,0.1768062859773636,0.1908440440893173
265,265,dorsk,0.2934055626392364,0.1030105575919151,0.1903950050473213
57,57,alkalisk,0.2881739139556885,0.0981992334127426,0.1899746805429458
1263,1263,skjematisk,0.2558750808238983,0.066412977874279,0.1894621029496193
526,526,glovarm,0.2644911706447601,0.075141042470932,0.1893501281738281
1484,1484,tørst,0.2362962067127227,0.0472259484231472,0.1890702582895755
856,856,litauisk,0.3772476613521576,0.1885652840137481,0.1886823773384094
691,691,jevn,0.2779560685157776,0.0896581262350082,0.1882979422807693
377,377,fet,0.3265861868858337,0.1390874534845352,0.1874987334012985
1243,1243,sjelden,0.2947158515453338,0.1072884798049926,0.1874273717403412
146,146,baskisk,0.251690536737442,0.0646539628505706,0.1870365738868713
349,349,europeisk,0.2399899810552597,0.0542439669370651,0.1857460141181945
1063,1063,paranormal,0.3087935447692871,0.1232400238513946,0.1855535209178924
741,741,klara,0.2989735007286072,0.1137227118015289,0.1852507889270782
952,952,mørkeblå,0.3469623327255249,0.162225916981697,0.1847364157438278
1185,1185,sakesløs,0.3385083377361297,0.1537725776433944,0.1847357600927353
878,878,låg,0.3707559704780578,0.1860280185937881,0.1847279518842697
1344,1344,stum som en østers,0.2374704927206039,0.052842654287815,0.1846278384327888
137,137,avskrudd,0.2879267632961273,0.1033614426851272,0.184565320611
769,769,komplisert,0.2951586544513702,0.1110487356781959,0.1841099187731742
1301,1301,solid,0.3162287771701813,0.1322704404592514,0.1839583367109298
550,550,gudbenådet,0.2576730251312256,0.0737355500459671,0.1839374750852584
720,720,kjempeglad,0.3873660564422607,0.2039812207221985,0.1833848357200622
1486,1486,uaktsom,0.436440497636795,0.2531173527240753,0.1833231449127197
1342,1342,stueren,0.3272124528884887,0.1442771703004837,0.182935282588005
1035,1035,oransje,0.3152982294559479,0.1323683410882949,0.1829298883676529
70,70,alminnelig,0.2830405533313751,0.1010168343782424,0.1820237189531326
507,507,geografisk,0.2501263320446014,0.0684387311339378,0.1816876009106636
327,327,enkel,0.2377559244632721,0.0564244464039802,0.1813314780592918
290,290,eklektisk,0.2586856186389923,0.0780857950448989,0.1805998235940933
506,506,genierklært,0.2503216564655304,0.0697531998157501,0.1805684566497802
1020,1020,omstendelig,0.2559565603733063,0.0755573585629463,0.1803992018103599
995,995,nyskapende,0.3960204422473907,0.215670570731163,0.1803498715162277
1597,1597,utørst,0.2581943571567535,0.0780378282070159,0.1801565289497375
816,816,kupert,0.2514960467815399,0.0716154873371124,0.1798805594444275
712,712,kjedelig,0.2906854152679443,0.1113965213298797,0.1792888939380645
247,247,detaljert,0.2314694672822952,0.0525317974388599,0.1789376698434353
1509,1509,uerfaren,0.3582403361797333,0.1795226484537124,0.1787176877260208
1279,1279,smakløs,0.2544172704219818,0.0757860466837883,0.1786312237381935
271,271,dum som en stut,0.3143207132816314,0.1360095888376236,0.1783111244440078
1167,1167,romansk,0.2228318154811859,0.0448631606996059,0.1779686547815799
493,493,gal,0.2968707680702209,0.1194469928741455,0.1774237751960754
794,794,kreftfremkallende,0.3458520174026489,0.1685498356819152,0.1773021817207336
787,787,korthalet,0.31684210896492,0.1395850032567978,0.1772571057081222
456,456,freidig,0.2728128731250763,0.09561438113451,0.1771984919905662
673,673,intrikat,0.2442623823881149,0.0671128630638122,0.1771495193243026
217,217,brent,0.3500606417655945,0.1730313301086425,0.1770293116569519
334,334,entusiastisk,0.3330702781677246,0.1563701778650283,0.1767001003026962
1041,1041,ortotropisk,0.3440019786357879,0.1677435338497162,0.1762584447860717
600,600,homofon,0.3134374916553497,0.1372125297784805,0.1762249618768692
492,492,føyelig,0.2489062994718551,0.0727270022034645,0.1761792972683906
407,407,fonetisk,0.2878760397434234,0.111999936401844,0.1758761033415794
554,554,gullig,0.2755439579486847,0.099684789776802,0.1758591681718826
862,862,logisk,0.2361058592796325,0.0605182237923145,0.175587635487318
67,67,allslags,0.358903169631958,0.1835267096757888,0.1753764599561691
719,719,kjempegammel,0.2820872366428375,0.1067151203751564,0.1753721162676811
475,475,fundamental,0.2296462655067443,0.054604634642601,0.1750416308641433
934,934,moralsk,0.2465060204267501,0.0716420337557792,0.1748639866709709
1030,1030,oppofrende,0.2901106774806976,0.1157230585813522,0.1743876188993454
250,250,diger,0.2494145333766937,0.075157843530178,0.1742566898465156
389,389,fjåg,0.3212402760982513,0.1473672538995742,0.173873022198677
1520,1520,uforsonlig,0.2729317247867584,0.0990758314728736,0.1738558933138847
801,801,krokete,0.3067106604576111,0.1330623775720596,0.1736482828855514
1060,1060,panegyrisk,0.1937336176633834,0.0201287362724542,0.1736048813909292
1131,1131,raffinert,0.2233777195215225,0.0501835718750953,0.1731941476464271
1022,1022,ond,0.2722466588020324,0.0991315692663192,0.1731150895357132
1134,1134,rank,0.27865070104599,0.1056194379925727,0.1730312630534172
797,797,kristen,0.379483163356781,0.2068870961666107,0.1725960671901703
318,318,endimensjonal,0.2560335099697113,0.0835631117224693,0.1724703982472419
139,139,avslappet,0.3005235493183136,0.1285440325736999,0.1719795167446136
1609,1609,vanlig,0.2779933214187622,0.1065433174371719,0.1714500039815902
1514,1514,uforfalsket,0.2371926456689834,0.0665410012006759,0.1706516444683075
1045,1045,overdreven,0.2458862215280532,0.0754901841282844,0.1703960373997688
498,498,ganske,0.3313779234886169,0.161582201719284,0.1697957217693328
592,592,historisk,0.2539122104644775,0.084427997469902,0.1694842129945755
1244,1244,sjenerøs,0.2124198377132415,0.0431028939783573,0.1693169437348842
997,997,nådig,0.201659083366394,0.0325154438614845,0.1691436395049095
1658,1658,viss,0.233141079545021,0.0640012696385383,0.1691398099064827
280,280,død som en sild,0.2426356375217437,0.0735471621155738,0.1690884754061699
1299,1299,sofistikert,0.2196586430072784,0.0508834570646286,0.1687751859426498
123,123,asymptomatisk,0.3053838610649109,0.1369887143373489,0.1683951467275619
30,30,aforistisk,0.2556324601173401,0.0872692689299583,0.1683631911873817
272,272,dum som et brød,0.2829459309577942,0.1146576553583145,0.1682882755994796
1409,1409,tekkelig,0.3270918130874634,0.1589597165584564,0.1681320965290069
1515,1515,uforgjengelig,0.2534511685371399,0.0853272378444671,0.1681239306926727
1517,1517,ufornuftig,0.2569126188755035,0.0888465940952301,0.1680660247802734
1433,1433,toneangivende,0.319981187582016,0.1519891023635864,0.1679920852184295
1566,1566,uregelmessig,0.3323936462402344,0.1644402742385864,0.1679533720016479
47,47,akustisk,0.3358239531517029,0.1680730730295181,0.1677508801221847
1452,1452,trestemmig,0.2354388684034347,0.0687717944383621,0.1666670739650726
589,589,heslig,0.2728876769542694,0.1063189804553985,0.1665686964988708
1122,1122,pålitelig,0.301705926656723,0.1354037970304489,0.1663021296262741
950,950,mør,0.343515396118164,0.1775411665439605,0.1659742295742035
576,576,heil,0.2341377586126327,0.0686678662896156,0.1654698923230171
1149,1149,rektangulær,0.2094029039144516,0.0439592525362968,0.1654436513781547
1023,1023,ondskapsfull,0.2432257235050201,0.0783422365784645,0.1648834869265556
1686,1686,økonomisk,0.3660409450531006,0.2014468908309936,0.1645940542221069
664,664,innviklet,0.2216875404119491,0.0584373883903026,0.1632501520216465
641,641,imperativ,0.2119735926389694,0.0490182228386402,0.1629553698003292
1529,1529,ugjennomskinnelig,0.2567790448665619,0.0938513278961181,0.1629277169704437
604,604,hovmodig,0.2303451150655746,0.0675279945135116,0.162817120552063
412,412,foreldet,0.3325995802879333,0.1698988974094391,0.1627006828784942
1048,1048,overfladisk,0.235207512974739,0.0725596770644187,0.1626478359103202
667,667,interessant,0.3220857679843902,0.1596521586179733,0.1624336093664169
819,819,kvadratisk,0.212702602148056,0.0503459833562374,0.1623566187918186
1638,1638,venstre,0.3488545417785644,0.1865124851465225,0.1623420566320419
386,386,firkantet,0.2302441895008087,0.0679425448179245,0.1623016446828842
611,611,hvit,0.2467242330312729,0.0845136120915412,0.1622106209397316
1190,1190,salomonsk,0.2391962260007858,0.0775038227438926,0.1616924032568931
768,768,komplett,0.2734327912330627,0.1119619607925415,0.1614708304405212
126,126,atypisk,0.2978425920009613,0.1373886615037918,0.1604539304971695
829,829,langsom,0.263548344373703,0.1031239777803421,0.1604243665933609
437,437,forskjellig,0.2241726070642471,0.0638389363884925,0.1603336706757545
1246,1246,sjuk,0.3030486702919006,0.1430467516183853,0.1600019186735153
285,285,effektiv,0.2807425558567047,0.1210477128624916,0.1596948429942131
51,51,alderdommelig,0.2921764850616455,0.1328279376029968,0.1593485474586486
966,966,nedsnødd,0.3504227101802826,0.1912692040205001,0.1591535061597824
711,711,kinesisk,0.3078354597091675,0.1486937850713729,0.1591416746377945
761,761,kommersiell,0.2834649682044983,0.1243257448077201,0.1591392233967781
222,222,brun,0.3399216830730438,0.1809343695640564,0.1589873135089874
168,168,berømt,0.1800654381513595,0.0217888858169317,0.1582765523344278
336,336,envis,0.2523221671581268,0.0941095650196075,0.1582126021385193
573,573,harry,0.3321706056594848,0.1740584820508957,0.1581121236085891
866,866,lovmessig,0.2041309475898742,0.0460972897708416,0.1580336578190326
1678,1678,åpenbar,0.226047933101654,0.06808602809906,0.157961905002594
880,880,løgnaktig,0.2924567759037018,0.134871631860733,0.1575851440429687
945,945,musikalsk,0.298440009355545,0.1410236358642578,0.1574163734912872
95,95,antropocen,0.285706490278244,0.1285289376974105,0.1571775525808334
1533,1533,ugyldig,0.3058295249938965,0.1487072259187698,0.1571222990751266
895,895,mangedoblet,0.2358590215444564,0.0800737589597702,0.1557852625846862
666,666,intelligent,0.2382276207208633,0.0824567899107933,0.15577083081007
844,844,lett som en fjær,0.2362430542707443,0.0805905684828758,0.1556524857878685
1631,1631,velgjørende,0.265131801366806,0.1101455241441726,0.1549862772226333
551,551,guddommelig,0.1945058107376098,0.0396407730877399,0.1548650376498699
1334,1334,streng,0.3065270185470581,0.1519247591495514,0.1546022593975067
220,220,brukelig,0.3252223432064056,0.1709589660167694,0.1542633771896362
1148,1148,rein,0.3159583508968353,0.1617486178874969,0.1542097330093383
1175,1175,rusten,0.3511777222156524,0.1971228867769241,0.1540548354387283
419,419,forhenværende,0.2484117150306701,0.0945246741175651,0.153887040913105
792,792,krank,0.3270327150821686,0.1735317856073379,0.1535009294748306
622,622,høy,0.176074132323265,0.0228441804647445,0.1532299518585205
908,908,meget,0.3204640448093414,0.1675572395324707,0.1529068052768707
1198,1198,sammenkrøkt,0.265115737915039,0.112593837082386,0.152521900832653
169,169,beskjeden,0.3387171924114227,0.1862218976020813,0.1524952948093414
802,802,kronglet,0.3188585638999939,0.1672683507204055,0.1515902131795883
1129,1129,radig,0.3352295756340027,0.1836415976285934,0.1515879780054092
1472,1472,tversgående,0.3540119528770447,0.2027214020490646,0.15129055082798
780,780,konveks,0.2464731186628341,0.095221072435379,0.1512520462274551
770,770,konfus,0.2952913045883178,0.1445390433073043,0.1507522612810135
805,805,krumning,0.2312559336423874,0.0805102512240409,0.1507456824183464
710,710,keivhendt,0.3201145231723785,0.1694619804620742,0.1506525427103042
1360,1360,superlativ,0.2029112875461578,0.0524284653365612,0.1504828222095966
1158,1158,rettskaffen,0.3075643181800842,0.1572193354368209,0.1503449827432632
566,566,hamram,0.2843704521656036,0.1340298354625702,0.1503406167030334
626,626,høyttravende,0.2958676815032959,0.1457293331623077,0.1501383483409881
708,708,keik,0.2899150550365448,0.1399838775396347,0.1499311774969101
1189,1189,salomonisk,0.2389804273843765,0.0899912416934967,0.1489891856908798
197,197,blek,0.2811155319213867,0.13229900598526,0.1488165259361267
1614,1614,vanskelig,0.3408426344394684,0.1920473426580429,0.1487952917814254
1079,1079,perfid,0.2264830768108368,0.0779480636119842,0.1485350131988525
837,837,lavmælt,0.3479814231395721,0.1997378468513488,0.1482435762882232
612,612,hyggelig,0.3793449401855469,0.2311873733997345,0.1481575667858123
360,360,fargeløs,0.2553694248199463,0.1074387431144714,0.1479306817054748
434,434,fornøyelig,0.2180796414613723,0.0703354030847549,0.1477442383766174
1648,1648,viderverdig,0.290900319814682,0.1434211432933807,0.1474791765213012
1128,1128,radial,0.2188577204942703,0.0715024918317794,0.1473552286624908
1629,1629,velfortjent,0.2568902671337127,0.1102093085646629,0.1466809585690498
1403,1403,tallmessig,0.2110490649938583,0.0644250363111496,0.1466240286827087
987,987,norsk,0.3579756319522857,0.2116536647081375,0.1463219672441482
759,759,komfortabel,0.2199597209692001,0.0738932341337204,0.1460664868354797
922,922,mindreårig,0.3887512385845184,0.2428607642650604,0.145890474319458
1668,1668,vrien,0.3017914295196533,0.1559242159128189,0.1458672136068344
385,385,firedimensjonal,0.2045736759901046,0.0588962063193321,0.1456774696707725
723,723,kjempekald,0.327148824930191,0.1815104931592941,0.1456383317708969
1366,1366,svart,0.3258332014083862,0.1803514212369918,0.1454817801713943
1327,1327,stjerneklar,0.3197743892669678,0.1746465116739273,0.1451278775930404
764,764,komparativ,0.2314835488796234,0.0865358784794807,0.1449476704001426
544,544,grov,0.3417273759841919,0.196874663233757,0.1448527127504348
1565,1565,upålitelig,0.2955988943576813,0.1509074717760086,0.1446914225816726
1371,1371,svær,0.3070444762706756,0.1624433249235153,0.1446011513471603
1141,1141,raus,0.347921073436737,0.2036521136760711,0.1442689597606659
1257,1257,skilt,0.3559947907924652,0.2118005901575088,0.1441942006349563
760,760,komisk,0.2314605265855789,0.0873518288135528,0.144108697772026
918,918,mett,0.2582170069217682,0.1142580285668373,0.1439589783549308
1669,1669,vulgær,0.2092491388320922,0.0653828084468841,0.1438663303852081
214,214,bred,0.2929425835609436,0.1492927521467209,0.1436498314142227
350,350,evig,0.2327761203050613,0.0892072319984436,0.1435688883066177
591,591,hevngjerrig,0.2333447188138961,0.0898335501551628,0.1435111686587333
111,111,aromatisk,0.2110149711370468,0.0676652193069458,0.143349751830101
1544,1544,ultrafiolett,0.2448897957801818,0.1015466451644897,0.1433431506156921
1277,1277,slibrig,0.296718955039978,0.153417095541954,0.143301859498024
865,865,lovlig,0.3764294981956482,0.2335851043462753,0.1428443938493728
1493,1493,ubefestet,0.2765516936779022,0.1337622702121734,0.1427894234657287
1442,1442,tradisjonell,0.2966149449348449,0.1540038138628006,0.1426111310720443
408,408,forbanna,0.2399748265743255,0.0973794907331466,0.1425953358411789
410,410,fordekt,0.2846070230007171,0.1420819908380508,0.1425250321626663
1576,1576,uselvisk,0.2876149117946625,0.1455468237400055,0.1420680880546569
1226,1226,show,0.2051053345203399,0.0630899742245674,0.1420153602957725
727,727,kjempesulten,0.3590722680091858,0.2172742784023285,0.1417979896068573
737,737,kjødelig,0.1948023587465286,0.0530964583158493,0.1417059004306793
1535,1535,uhorvelig,0.2793446779251098,0.1377946138381958,0.141550064086914
1430,1430,todimensjonal,0.1885225176811218,0.0472132265567779,0.1413092911243438
245,245,desidert,0.2244123220443725,0.0831377059221267,0.1412746161222458
721,721,kjempegod,0.3518558144569397,0.2107370197772979,0.1411187946796417
13,13,abstrakt,0.321062833070755,0.1801035404205322,0.1409592926502227
1555,1555,underlig,0.2618752121925354,0.1210999712347984,0.1407752409577369
1074,1074,pen,0.3176365494728088,0.1770714670419693,0.1405650824308395
559,559,gæren,0.3083338737487793,0.1677898615598678,0.1405440121889114
215,215,brei,0.3817032277584076,0.2416635155677795,0.140039712190628
753,753,knuslete,0.3221402168273926,0.1824195086956024,0.1397207081317901
1161,1161,riktig,0.2326850593090057,0.0937807112932205,0.1389043480157852
284,284,effektfull,0.251430332660675,0.1128787398338317,0.1385515928268432
875,875,lysegrønn,0.3012630045413971,0.1629663407802581,0.1382966637611389
781,781,konvensjonell,0.2579084634780884,0.1204452142119407,0.1374632492661476
1193,1193,saltholdig,0.2533895075321197,0.1164406761527061,0.1369488313794136
11,11,absolutt,0.2017224282026291,0.0653008371591568,0.1364215910434723
1448,1448,tredimensjonal,0.1862452775239944,0.0499510951340198,0.1362941823899746
273,273,dyktig,0.2941748797893524,0.158187136054039,0.1359877437353134
253,253,disig,0.293405145406723,0.1575851142406463,0.1358200311660766
1104,1104,preseptorisk,0.1946843713521957,0.0590147040784359,0.1356696672737598
263,263,dogmatisk,0.2690244913101196,0.133399099111557,0.1356253921985626
778,778,kontrafaktisk,0.277571439743042,0.1427378505468368,0.1348335891962051
678,678,iskemisk,0.3200802206993103,0.1855413615703582,0.134538859128952
1653,1653,vind,0.2666155099868774,0.1321074068546295,0.1345081031322479
221,221,brukket,0.2627407908439636,0.1284053772687912,0.1343354135751724
707,707,katastrofal,0.2721742391586303,0.1381410360336303,0.134033203125
1539,1539,ukryten,0.2603542506694793,0.1266573071479797,0.1336969435214996
791,791,kranglete,0.3544084131717682,0.220899298787117,0.1335091143846511
822,822,kynisk,0.2280984073877334,0.0947925746440887,0.1333058327436447
938,938,motbydelig,0.2387486398220062,0.1056687980890274,0.1330798417329788
914,914,merkverdig,0.282745748758316,0.1500405818223953,0.1327051669359207
1660,1660,vitenskapelig,0.2432697117328643,0.1109215021133422,0.1323482096195221
1640,1640,verdiløs,0.2978318333625793,0.1654932200908661,0.1323386132717132
627,627,i adams drakt,0.1737440377473831,0.0419694632291793,0.1317745745182037
956,956,naiv,0.2653605043888092,0.1341992616653442,0.1311612427234649
893,893,mandig,0.3027790188789367,0.1716182082891464,0.1311608105897903
975,975,nistemmig,0.2788329422473907,0.1487072110176086,0.1301257312297821
552,552,gul,0.2982407808303833,0.1683184504508972,0.129922330379486
1261,1261,skitten,0.2925896048545837,0.1629298627376556,0.1296597421169281
985,985,normal,0.2584252655506134,0.1289415061473846,0.1294837594032287
1329,1329,stor,0.1562281548976898,0.0267986450344324,0.1294295098632574
1160,1160,rikelig,0.241619735956192,0.1123246103525161,0.1292951256036758
188,188,billig,0.2721949815750122,0.1430829614400863,0.1291120201349258
464,464,fremragende,0.2396207302808761,0.1107402890920639,0.1288804411888122
1008,1008,odde,0.2194454073905944,0.0908633023500442,0.1285821050405502
1370,1370,svimmel,0.296128511428833,0.1675834357738495,0.1285450756549835
494,494,game,0.2851973176002502,0.1568698137998581,0.1283275038003921
396,396,flerdimensjonal,0.2213681042194366,0.0935181453824043,0.1278499588370323
61,61,allegorisk,0.1720272004604339,0.0443584024906158,0.1276687979698181
1639,1639,verd,0.2478549778461456,0.1205779165029525,0.127277061343193
1613,1613,vanntett,0.2411876916885376,0.1140089929103851,0.1271786987781524
827,827,langfingret,0.2828406393527984,0.155892863869667,0.1269477754831314
224,224,brutal,0.2740823328495025,0.1473841518163681,0.1266981810331344
603,603,hoven,0.2340177297592163,0.1074014827609062,0.1266162469983101
884,884,løy,0.3247279822826385,0.1982931643724441,0.1264348179101944
582,582,hemmelig,0.2547304630279541,0.1284189671278,0.1263114959001541
1531,1531,uglesett,0.3102391064167022,0.1840189546346664,0.1262201517820358
378,378,fett,0.2853746116161346,0.1592052280902862,0.1261693835258484
240,240,dedikert,0.3698647618293762,0.2439018934965133,0.1259628683328628
1557,1557,ung,0.3438940942287445,0.21810844540596,0.1257856488227844
1610,1610,vanna,0.2007235288619995,0.0751944109797477,0.1255291178822517
511,511,gifteferdig,0.3582985699176788,0.2332987785339355,0.1249997913837432
1391,1391,sørsamisk,0.3939502239227295,0.2690214514732361,0.1249287724494934
40,40,aksial,0.1810353398323059,0.0565879009664058,0.1244474388659
164,164,ben,0.2393016368150711,0.1152263507246971,0.1240752860903739
1562,1562,uoppmerksom,0.3463115096092224,0.2222866714000702,0.1240248382091522
1347,1347,stygg,0.2855390012264251,0.1615295112133026,0.1240094900131225
1490,1490,uavhengig,0.2864163815975189,0.162963718175888,0.1234526634216308
1659,1659,vitebegjærlig,0.3125415742397308,0.1892614811658859,0.1232800930738449
352,352,fair,0.2512424886226654,0.1281422227621078,0.1231002658605575
151,151,begrenset,0.2755289375782013,0.1524940431118011,0.1230348944664001
209,209,bra,0.3309465646743774,0.2079562544822693,0.1229903101921081
124,124,attributiv,0.1812818795442581,0.0590129420161247,0.1222689375281333
277,277,dystopisk,0.2502300441265106,0.1282099336385727,0.1220201104879379
470,470,fruktbar,0.290406197309494,0.1693641543388366,0.1210420429706573
296,296,eksponentiell,0.1809328496456146,0.0599430724978446,0.1209897771477699
583,583,hemodynamisk,0.2940041720867157,0.1731834560632705,0.1208207160234451
1339,1339,strofisk,0.2722894847393036,0.151506245136261,0.1207832396030426
1378,1378,syvstemmig,0.1844156235456466,0.0636758357286453,0.1207397878170013
1495,1495,ubegrenset,0.2132036089897155,0.0925795882940292,0.1206240206956863
751,751,knipen,0.292692631483078,0.1725755631923675,0.1201170682907104
1633,1633,velmenende,0.2599022984504699,0.1399154514074325,0.1199868470430374
533,533,godhjertet,0.2990818321704864,0.1791882067918777,0.1198936253786087
302,302,ekte,0.2493953108787536,0.129563495516777,0.1198318153619766
1438,1438,tostemmig,0.2049467414617538,0.0858640745282173,0.1190826669335365
806,806,kry,0.3296189904212951,0.21127949655056,0.1183394938707351
1280,1280,smal,0.2901804745197296,0.1719588637351989,0.1182216107845306
135,135,avleggs,0.210314005613327,0.0920969471335411,0.1182170584797859
235,235,cellulær,0.1930767893791198,0.0749329626560211,0.1181438267230987
304,304,elastisk,0.2255897969007492,0.1074596494436264,0.1181301474571228
73,73,altetende,0.320305585861206,0.2023151516914367,0.1179904341697692
212,212,brannrød,0.3244014680385589,0.2067380994558334,0.1176633685827255
1093,1093,politisk,0.2782230973243713,0.1609200090169906,0.1173030883073806
1309,1309,spesiell,0.1977004110813141,0.0807201638817787,0.1169802471995353
1353,1353,submikroskopisk,0.2464261054992675,0.129973903298378,0.1164522022008895
1096,1096,populær,0.1951573640108108,0.0788707882165908,0.1162865757942199
1219,1219,selvisk,0.2923521101474762,0.1760676652193069,0.1162844449281692
1233,1233,sinober,0.2641753554344177,0.1478914767503738,0.1162838786840438
923,923,misfarget,0.3199219405651092,0.203746497631073,0.1161754429340362
906,906,matt,0.2136305570602417,0.0974605455994606,0.1161700114607811
152,152,begrepsmessig,0.2452813684940338,0.1292293071746826,0.1160520613193512
1037,1037,organoleptisk,0.2910930216312408,0.1758430302143097,0.1152499914169311
643,643,imponerende,0.1940242350101471,0.0788488239049911,0.1151754111051559
593,593,hitterst,0.2478966116905212,0.1327393651008606,0.1151572465896606
1491,1491,uavlatelig,0.1804860830307006,0.0657462254166603,0.1147398576140403
1388,1388,sørgelig,0.2443979084491729,0.1297939270734787,0.1146039813756942
826,826,langfingra,0.2073221206665039,0.0928243249654769,0.1144977957010269
425,425,formastelig,0.3055416941642761,0.1910807937383651,0.1144609004259109
599,599,holomorf,0.2271013557910919,0.1127129644155502,0.1143883913755416
557,557,gyllen,0.2312509566545486,0.1170393750071525,0.114211581647396
236,236,daddelverdig,0.2103531658649444,0.096532717347145,0.1138204485177993
380,380,filmatisk,0.1958521753549575,0.08234404027462,0.1135081350803375
1052,1052,overraska,0.1987430304288864,0.0858881026506424,0.112854927778244
674,674,intuitiv,0.2808144688606262,0.1681199222803115,0.1126945465803146
1417,1417,tidsmessig,0.2705122232437134,0.157858520746231,0.1126537024974823
